city,neighbourhood_cleansed,population,housing_units,rent_median,rent_burden
los-angeles,Chinatown,39715.0,14367.0,1858.960226498469,44.09842985764493
los-angeles,Claremont,36841.0,12452.0,1828.0,32.6
los-angeles,Commerce,11845.0,3425.0,1156.037123897378,40.499426506210334
los-angeles,Compton,135870.0,34747.0,1315.0338612833182,39.84833080861162
los-angeles,Covina,83421.0,25558.0,1720.3615756224451,32.69312283477781
los-angeles,Cudahy,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Culver City,48963.0,20894.0,2165.336391409114,32.08263192545517
los-angeles,Cypress Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Del Aire,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Del Rey,2.0,2.0,1595.7325644423388,33.70696606144814
los-angeles,Desert View Highlands,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Diamond Bar,46270.0,15119.0,2193.0,40.6
los-angeles,Downey,114294.0,34498.0,1683.0764321186102,32.51832123266367
los-angeles,Downtown,48942.0,26739.0,1568.9465689373803,53.35410504233264
los-angeles,Duarte,27009.0,8463.0,1819.9916965664943,34.99995212581219
los-angeles,Eagle Rock,28956.0,10001.0,1627.0,28.5
los-angeles,East Compton,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,East Hollywood,35038.0,13219.0,1367.0065281284446,34.29998307454938
los-angeles,East Los Angeles,118064.0,30882.0,1227.7348556715,32.041890838867054
los-angeles,East Pasadena,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,East San Gabriel,24079.0,7992.0,1789.0,36.4
los-angeles,East Whittier,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Echo Park,65921.0,25968.0,1497.0,28.3
los-angeles,El Monte,87995.0,23190.0,1459.9917548170793,36.59497259994458
los-angeles,El Segundo,17243.0,7070.0,2210.0,24.6
los-angeles,El Sereno,45298.0,13314.0,1351.0,33.3
los-angeles,Elizabeth Lake,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Elysian Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Elysian Valley,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Encino,45154.0,18385.0,2230.994451546461,36.173712493513825
los-angeles,Exposition Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Fairfax,37596.0,18990.0,2393.0,34.9
los-angeles,Florence,75190.0,17759.0,1293.0,37.6
los-angeles,Florence-Firestone,58245.0,13421.0,1262.0,35.2
los-angeles,Gardena,74575.0,24951.0,1445.4494535702313,34.42553000335233
los-angeles,Glassell Park,46432.0,16180.0,1588.0,32.3
los-angeles,Glendale,177043.0,66829.0,1861.4175915614978,39.293773749683524
los-angeles,Glendora,53839.0,17305.0,1862.9658611786995,33.91194858745519
los-angeles,Gramercy Park,51494.0,16853.0,1310.0,45.9
los-angeles,Granada Hills,54466.0,17530.0,2015.9922838571667,39.399895475453704
los-angeles,Green Meadows,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Green Valley,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Griffith Park,44678.0,21133.0,1684.0,30.1
los-angeles,Hacienda Heights,54854.0,16310.0,1951.9935051694397,33.999994657929435
los-angeles,Hancock Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Harbor City,27998.0,9150.0,1321.0,29.9
los-angeles,Harbor Gateway,11472.0,3857.0,1410.0,30.5
los-angeles,Harvard Heights,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Harvard Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Hasley Canyon,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Hawaiian Gardens,14050.0,3659.0,1584.0,37.4
los-angeles,Hawthorne,96732.0,31964.0,1465.0027029848334,32.10003322511809
los-angeles,Hermosa Beach,19787.0,8926.0,2498.0,22.9
los-angeles,Hidden Hills,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Highland Park,59659.0,20845.0,1581.0002469462186,29.50007051687191
los-angeles,Historic South-Central,109511.0,24603.0,1307.0,39.10000000000001
los-angeles,Hollywood,57884.0,29430.0,1578.1446594072438,38.22859708956056
los-angeles,Hollywood Hills,21127.0,11528.0,1837.0,32.9
los-angeles,Hollywood Hills West,68935.0,41094.0,1927.9285665128664,32.36797863155236
los-angeles,Huntington Park,72488.0,18168.0,1215.0,33.4
los-angeles,Hyde Park,44272.0,17052.0,1260.0,47.3
los-angeles,Industry,81158.0,18305.0,1669.998169806167,29.70009874482026
los-angeles,Inglewood,106453.0,35296.0,1507.597647744889,36.102261484376854
los-angeles,Irwindale,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Jefferson Park,51388.0,16394.0,1356.0,40.8
los-angeles,Koreatown,79350.0,35124.0,1511.9947346905274,39.15731595334827
los-angeles,La Canada Flintridge,20622.0,6448.0,3412.9118772458755,32.40006337726998
los-angeles,La Crescenta-Montrose,39880.0,13803.0,2085.2388782630114,39.489017400504586
los-angeles,La Habra Heights,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,La Mirada,48439.0,14804.0,1787.3011688017236,34.27424093381958
los-angeles,La Puente,2.0,2.0,1595.7325644423388,33.70696606144814
los-angeles,La Verne,33406.0,12191.0,1771.0,39.7
los-angeles,Ladera Heights,7956.0,3556.0,1911.0,26.3
los-angeles,Lake Balboa,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lake Hughes,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lake Los Angeles,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lake View Terrace,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lakewood,81990.0,26405.0,2084.779064094754,29.70379697441301
los-angeles,Lancaster,43537.0,15440.0,1272.014871606424,43.4995501282156
los-angeles,Larchmont,59621.0,22231.0,1530.0,36.3
los-angeles,Lawndale,33795.0,10282.0,1685.9973289706893,33.5000061241622
los-angeles,Leimert Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lennox,26103.0,7067.0,1255.0,36.2
los-angeles,Leona Valley,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lincoln Heights,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lomita,21727.0,8255.0,1528.0,27.700000000000003
los-angeles,Long Beach,477004.0,172821.0,1563.3662863114025,33.8518643128565
los-angeles,Los Feliz,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Lynwood,67210.0,15026.0,1355.0,36.6
los-angeles,Malibu,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Manchester Square,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Manhattan Beach,35586.0,13423.0,2892.963545567483,24.00027277485701
los-angeles,Mar Vista,54913.0,24647.0,1901.0,29.4
los-angeles,Marina del Rey,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Mayflower Village,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Maywood,25415.0,6320.0,1226.0,34.0
los-angeles,Mid-City,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Mid-Wilshire,61061.0,23584.0,1574.0,37.2
los-angeles,Mission Hills,18754.0,5450.0,1769.981415438247,41.399179584735144
los-angeles,Monrovia,41509.0,14703.0,1779.9911215671034,29.600197883160824
los-angeles,Montebello,62941.0,19191.0,1543.0,34.9
los-angeles,Montecito Heights,38533.0,11868.0,1277.0,34.4
los-angeles,Monterey Park,61129.0,20294.0,1622.5930692889538,36.34572963676915
los-angeles,Mount Washington,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,North El Monte,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,North Hills,64520.0,17978.0,1565.0004763261693,41.199883864942066
los-angeles,North Hollywood,78171.0,32345.0,1620.7199080254545,40.222177378621815
los-angeles,North Whittier,30955.0,10782.0,1567.0,33.2
los-angeles,Northeast Antelope Valley,86436.0,24819.0,1341.60081447545,41.68814151510944
los-angeles,Northridge,67700.0,22635.0,1818.0220258038778,40.304103642649764
los-angeles,Northwest Antelope Valley,73417.0,22752.0,1530.0,32.4
los-angeles,Northwest Palmdale,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Norwalk,103429.0,26355.0,1737.99724898364,33.300007869476865
los-angeles,Pacific Palisades,21282.0,8074.0,2977.0,27.399999999999995
los-angeles,Pacoima,102554.0,23183.0,1510.000835974847,42.399915234569704
los-angeles,Palmdale,97928.0,27719.0,1775.6129755037261,36.05610258487994
los-angeles,Palms,53321.0,24938.0,1925.0,28.0
los-angeles,Palos Verdes Estates,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Panorama City,68077.0,20134.0,1408.002757650373,40.599898746508536
los-angeles,Paramount,53938.0,14360.0,1555.0,36.7
los-angeles,Pasadena,154637.0,60967.0,1911.3691682825242,34.062326364517446
los-angeles,Pico Rivera,62385.0,16998.0,1569.0008570189773,36.49991045815698
los-angeles,Pico-Robertson,26412.0,11311.0,2182.97776512814,28.900181999320818
los-angeles,Pico-Union,57136.0,18850.0,1234.0,38.4
los-angeles,Playa Vista,11426.0,5560.0,3479.0,29.6
los-angeles,Playa del Rey,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Pomona,158650.0,42482.0,1481.921183312729,36.051846876558855
los-angeles,Porter Ranch,36080.0,12519.0,2228.9824482418085,35.59994753231878
los-angeles,Quartz Hill,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Rancho Dominguez,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Rancho Palos Verdes,67307.0,24359.0,3002.8430178138974,32.45053560550909
los-angeles,Rancho Park,25161.0,11144.0,2282.0,31.7
los-angeles,Redondo Beach,79250.0,32479.0,2264.726018927445,28.26217413249211
los-angeles,Reseda,78207.0,24291.0,1617.9994305513433,39.899841624562036
los-angeles,Ridge Route,31438.0,7974.0,1748.227336344551,33.256508047585726
los-angeles,Rolling Hills,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Rolling Hills Estates,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Rosemead,59687.0,16194.0,1565.0010297908907,37.399876253323555
los-angeles,Rowland Heights,45205.0,13720.0,1704.0,34.4
los-angeles,San Dimas,34407.0,11705.0,2012.0,35.0
los-angeles,San Fernando,35919.0,8830.0,1490.0029436388663,40.09982201525826
los-angeles,San Gabriel,38113.0,11471.0,1626.9991796123225,35.09996344990059
los-angeles,San Marino,12756.0,4032.0,3500.850637548169,23.800776651462954
los-angeles,San Pasqual,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,San Pedro,21584.0,8682.0,2243.9399307417016,35.599824589145804
los-angeles,Santa Clarita,110948.0,34924.0,2185.178524446207,36.999704617156205
los-angeles,Santa Fe Springs,17447.0,5213.0,1637.997577380893,40.09963357402771
los-angeles,Santa Monica,94886.0,47563.0,2044.6774486793274,28.14264213684178
los-angeles,Sawtelle,44608.0,21470.0,2271.0,29.699999999999996
los-angeles,Sepulveda Basin,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Shadow Hills,67189.0,19452.0,1620.110032892289,37.3541770230246
los-angeles,Sherman Oaks,57965.0,26795.0,2091.634282717042,31.71017891655627
los-angeles,Sierra Madre,11254.0,4962.0,1824.9796279158024,28.80043601973178
los-angeles,Signal Hill,11813.0,4603.0,1565.0,27.099999999999998
los-angeles,Silver Lake,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,South El Monte,43978.0,10786.0,1439.0,38.8
los-angeles,South Gate,93207.0,23824.0,1278.0,32.5
los-angeles,South Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,South Pasadena,26838.0,10346.0,1913.9881411641866,24.900328152845272
los-angeles,South San Gabriel,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,South San Jose Hills,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,South Whittier,39926.0,11781.0,1630.0,31.0
los-angeles,Southeast Antelope Valley,16607.0,4722.0,1428.8191635027176,37.4972148091784
los-angeles,Stevenson Ranch,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Studio City,53146.0,24475.0,2099.75935597344,30.339775466941283
los-angeles,Sun Valley,52662.0,16305.0,1586.0001848119032,41.499852017888834
los-angeles,Sun Village,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Sunland,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Sylmar,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Tarzana,29969.0,11804.0,1719.9958534673976,36.79989679222067
los-angeles,Temple City,35494.0,11656.0,1771.0,35.0
los-angeles,Toluca Lake,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Topanga,5114.0,2003.0,3501.0,43.8
los-angeles,Torrance,158753.0,57439.0,1845.3360436039495,31.155837860476627
los-angeles,Tujunga,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Tujunga Canyons,171756.0,50875.0,1823.9119549393583,40.482071700354346
los-angeles,Unincorporated Catalina Island,3940.0,1543.0,1677.0,30.7
los-angeles,Unincorporated Santa Monica Mountains,44519.0,15523.0,2969.980932373652,30.17538653252795
los-angeles,Unincorporated Santa Susana Mountains,92850.0,32798.0,2168.6175013462575,33.74827571351642
los-angeles,Universal City,16.0,8.0,1595.7325644423388,33.70696606144814
los-angeles,University Park,44768.0,12216.0,1278.8579456401737,47.43631538784278
los-angeles,Val Verde,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Valinda,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Valley Glen,38976.0,14598.0,1595.00003759054,39.7996873443176
los-angeles,Valley Village,30923.0,13386.0,1760.9893110347923,30.900181545520258
los-angeles,Van Nuys,134062.0,46102.0,1581.3424733542854,38.925536951785794
los-angeles,Venice,25686.0,13536.0,2303.972425934923,29.800152104884432
los-angeles,Vermont Knolls,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Vermont Square,103162.0,27568.0,1301.54901998798,40.33579321843314
los-angeles,Vermont Vista,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Vermont-Slauson,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Vernon,3659.0,979.0,882.0,36.4
los-angeles,Veterans Administration,881.0,0.0,1595.7325644423388,33.70696606144814
los-angeles,View Park-Windsor Hills,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Vincent,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Walnut,41830.0,12696.0,2547.977234821048,36.999921275784395
los-angeles,Walnut Park,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Watts,54384.0,13011.0,1287.0,48.8
los-angeles,West Adams,45884.0,17387.0,1436.0,40.6
los-angeles,West Carson,18110.0,6342.0,1550.0,31.0
los-angeles,West Compton,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,West Covina,111558.0,32324.0,1875.9291017458581,35.27565846435094
los-angeles,West Hills,80037.0,26752.0,2202.56130289741,38.48477829004086
los-angeles,West Hollywood,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,West Los Angeles,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,West Puente Valley,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,West Whittier-Los Nietos,32584.0,8693.0,1605.9996848933354,33.30001248975145
los-angeles,Westchester,54227.0,22295.0,2503.6550967277885,31.01117207044914
los-angeles,Westlake,76041.0,30179.0,1267.4959946641654,35.7477653879387
los-angeles,Westlake Village,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Westmont,100225.0,28202.0,1235.0,43.6
los-angeles,Westwood,50611.0,16359.0,2441.0,53.8
los-angeles,Whittier,89746.0,25632.0,1633.9214805973897,34.22598022082527
los-angeles,Willowbrook,71307.0,18006.0,1203.7644691264532,47.03044441639671
los-angeles,Wilmington,57031.0,14996.0,1245.0061498582254,36.29995453290423
los-angeles,Windsor Square,1.0,1.0,1595.7325644423388,33.70696606144814
los-angeles,Winnetka,49261.0,14464.0,1608.9997306706005,42.19982759111796
los-angeles,Woodland Hills,73197.0,28209.0,2457.730446126602,36.92268281394214
nashville,District 1,59520.0,26288.0,1184.1352318548388,37.648521505376344
nashville,District 10,32098.0,13325.0,1157.0136685327573,30.300106142627623
nashville,District 11,24267.0,9527.0,1165.0,27.3
nashville,District 12,38557.0,16614.0,1224.0,31.3
nashville,District 13,2.0,2.0,1595.7325644423388,33.70696606144814
nashville,District 14,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 15,31342.0,14204.0,1369.00723414474,28.10017889624343
nashville,District 16,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 17,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 18,20919.0,6898.0,1312.0271267808635,29.500402214834505
nashville,District 19,37590.0,19830.0,1317.3741844394779,35.68609371360875
nashville,District 2,42347.0,16994.0,1030.2862304295463,32.06362670319031
nashville,District 20,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 21,19547.0,8115.0,1195.0205009753129,34.09997989287673
nashville,District 22,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 23,25437.0,11588.0,1630.0,37.7
nashville,District 24,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 25,17047.0,6632.0,1631.0,28.9
nashville,District 26,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 27,75074.0,29395.0,1191.0053911149591,32.200020073075386
nashville,District 28,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 29,31096.0,12416.0,1111.0,29.4
nashville,District 3,4412.0,1655.0,1004.0,33.7
nashville,District 30,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 31,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 32,102184.0,35483.0,1215.0,29.3
nashville,District 33,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 34,29310.0,12801.0,1783.929580348004,40.225721596724675
nashville,District 35,42232.0,18388.0,1471.0,29.099999999999998
nashville,District 4,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 5,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 6,28740.0,12201.0,1284.4989456494206,34.09937092689028
nashville,District 7,19227.0,8572.0,1312.0,25.5
nashville,District 8,1.0,1.0,1595.7325644423388,33.70696606144814
nashville,District 9,41274.0,17142.0,1099.0,30.899999999999995
new-orleans,Algiers Point,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Audubon,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Bayou St. John,36970.0,16865.0,1150.012056601689,39.49984330446474
new-orleans,Behrman,21912.0,9623.0,962.0289217125065,53.59909213974359
new-orleans,Black Pearl,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Broadmoor,19265.0,6516.0,1129.0242269693456,43.39949685782826
new-orleans,Bywater,27011.0,12147.0,1041.041074566987,54.49846040250723
new-orleans,Central Business District,3874.0,2210.0,985.7882454368125,38.39394290921715
new-orleans,Central City,8435.0,3756.0,819.7366758168986,45.988340928096214
new-orleans,City Park,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Desire Area,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Dillard,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Dixon,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,East Carrollton,35699.0,12880.0,1090.0,42.6
new-orleans,East Riverside,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Fairgrounds,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Fillmore,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Florida Area,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,French Quarter,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Freret,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Garden District,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Gentilly Terrace,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Gentilly Woods,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Gert Town,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Hollygrove,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Holy Cross,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Irish Channel,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Lake Catherine,10697.0,3068.0,1061.049989021636,64.09715873292151
new-orleans,Lake Terrace & Oaks,215.0,131.0,644.4452677415923,306.0274742607509
new-orleans,Lakeshore - Lake Vista,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Lakeview,19579.0,7868.0,1556.0020293459545,28.80025062393695
new-orleans,Leonidas,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Little Woods,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Lower Garden District,13480.0,7270.0,1256.0504054249914,31.700297769445314
new-orleans,Lower Ninth Ward,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Marigny,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Marlyville - Fontainbleau,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Mcdonogh,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Mid-City,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Milan,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Milneburg,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Navarre,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,New Aurora - English Turn,27160.0,10847.0,1005.0,29.7
new-orleans,Old Aurora,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Pines Village,31168.0,10691.0,1042.0,57.3
new-orleans,Plum Orchard,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Pontchartrain Park,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Read Blvd East,22307.0,7917.0,1091.0,64.0
new-orleans,Read Blvd West,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Seventh Ward,10901.0,5730.0,1111.0,39.7
new-orleans,St.  Anthony,35887.0,14940.0,1058.0149840489437,58.79930077649459
new-orleans,St. Bernard Area,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,St. Claude,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,St. Roch,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,St. Thomas Dev,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Tall Timbers - Brechtel,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Touro,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Treme - Lafitte,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Tulane - Gravier,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,U.S. Naval Base,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Uptown,34262.0,14438.0,1242.0103243407987,27.600178243128294
new-orleans,West End,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,West Riverside,1.0,1.0,1595.7325644423388,33.70696606144814
new-orleans,Whitney,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Allerton,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Arden Heights,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Arrochar,44531.0,15969.0,1421.0,31.0
new-york-city,Arverne,24639.0,8035.0,1267.0,36.2
new-york-city,Astoria,63788.0,27780.0,1923.500282184737,26.851175769737253
new-york-city,Bath Beach,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Battery Park City,15003.0,6791.0,3500.7460151388977,18.80432006479523
new-york-city,Bay Ridge,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Bay Terrace,20076.0,8822.0,2116.0,30.099999999999998
new-york-city,Baychester,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Bayside,69021.0,24639.0,2062.776893988786,32.408840787586385
new-york-city,Bayswater,70798.0,21573.0,1348.0034991463665,37.29994924949944
new-york-city,Bedford-Stuyvesant,237571.0,92104.0,1612.6342987990959,35.12740022982603
new-york-city,Belle Harbor,22432.0,8392.0,1557.0,30.9
new-york-city,Bellerose,46849.0,14226.0,1704.2120429464876,28.628939785267566
new-york-city,Belmont,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Bensonhurst,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Bergen Beach,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Boerum Hill,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Borough Park,175259.0,49207.0,1516.3991007594475,43.772618809875674
new-york-city,Breezy Point,3783.0,1404.0,950.1706932499187,33.70696606144814
new-york-city,Briarwood,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Brighton Beach,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Bronxdale,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Brooklyn Heights,2.0,2.0,1595.7325644423388,33.70696606144814
new-york-city,Brownsville,78296.0,31594.0,1016.0,47.3
new-york-city,Bull's Head,93736.0,31761.0,1503.0,34.5
new-york-city,Bushwick,50590.0,17515.0,1843.0,35.7
new-york-city,Cambria Heights,21605.0,6509.0,1498.0,28.4
new-york-city,Canarsie,102238.0,33728.0,1516.0,34.6
new-york-city,Carroll Gardens,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Castle Hill,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Castleton Corners,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Chelsea,78844.0,43506.0,2289.9570551748884,25.64565568244477
new-york-city,"Chelsea, Staten Island",1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Chinatown,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,City Island,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Civic Center,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Claremont Village,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Clason Point,60296.0,22362.0,1010.0,32.8
new-york-city,Clifton,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Clinton Hill,50681.0,16926.0,1835.0,40.4
new-york-city,Co-op City,44509.0,18608.0,1095.0,28.2
new-york-city,Cobble Hill,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,College Point,27296.0,8105.0,1894.989036216458,38.6998170781822
new-york-city,Columbia St,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Concord,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Concourse,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Concourse Village,50118.0,20434.0,1136.0,46.8
new-york-city,Coney Island,48110.0,19218.0,874.0,42.8
new-york-city,Corona,116469.0,29550.0,1758.0,36.0
new-york-city,Country Club,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Crown Heights,69392.0,26098.0,1404.0,39.7
new-york-city,Cypress Hills,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,DUMBO,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Ditmars Steinway,38311.0,15352.0,1997.0,26.2
new-york-city,Dongan Hills,1.0,1.0,1595.7325644423388,33.70696606144814
new-york-city,Douglaston,26641.0,10187.0,2176.1800232723995,35.53440186179198
new-york-city,Downtown Brooklyn,68779.0,31086.0,2837.963876548494,26.4002124766589
new-york-city,Dyker Heights,45267.0,15485.0,1616.0,36.5
new-york-city,East Elmhurst,31550.0,9551.0,1797.0,42.4
new-york-city,East Flatbush,79499.0,29002.0,1397.0,34.8
new-york-city,East Harlem,114704.0,47375.0,1016.3681801206972,41.48122129102787
