population,housing_units,rent_median,rent_burden,neighbourhood_cleansed,city,_merge
2431.0,1350.0,1647.0,,City of Mesquite,clark-county,both
,,,,Five Points,denver,right_only
54650.0,24839.0,1735.0,24.7,West Town,chicago,both
21374.0,10515.0,1910.0,24.0,West Town,chicago,both
,,,,City Heights West,san-diego,both
41371.0,16562.0,1093.0,29.5,Ward 7,salem,both
,,,,Ward 7,salem,both
8427.0,3748.0,819.0,46.0,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
,,,,Central City,new-orleans,both
57136.0,18850.0,1234.0,38.4,Pico-Union,los-angeles,both
,,,,Bushrod,oakland,right_only
46147.0,21432.0,1240.0,29.4,78741,austin,both
,,,,Fremont,seattle,right_only
24854.0,9496.0,1256.0,35.7,28804,asheville,both
,,,,28804,asheville,both
20504.0,11474.0,2162.0,31.3,Beverly Grove,los-angeles,both
68201.0,31832.0,1856.0,28.0,"Ivy City, Arboretum, Trinidad, Carver Langston",washington-dc,both
,,,,"Ivy City, Arboretum, Trinidad, Carver Langston",washington-dc,both
,,,,"Ivy City, Arboretum, Trinidad, Carver Langston",washington-dc,both
,,,,"Ivy City, Arboretum, Trinidad, Carver Langston",washington-dc,both
,,,,"Ivy City, Arboretum, Trinidad, Carver Langston",washington-dc,both
34407.0,11705.0,2012.0,35.0,San Dimas,los-angeles,both
,,,,Northeast Park Hill,denver,right_only
38609.0,14000.0,2719.0,31.0,Pacifica,san-mateo-county,both
7482.0,4678.0,2201.0,31.4,Santa Monica,los-angeles,both
12046.0,4906.0,2083.0,23.5,Santa Monica,los-angeles,both
24525.0,13164.0,2200.0,25.1,Santa Monica,los-angeles,both
23460.0,10562.0,1900.0,33.3,Santa Monica,los-angeles,both
27367.0,14247.0,1970.0,27.6,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Santa Monica,los-angeles,both
,,,,Barnum West,denver,right_only
,,,,Puna,hawaii,both
17738.0,6234.0,923.0,22.6,Puna,hawaii,both
3788.0,1332.0,1591.0,26.6,Puna,hawaii,both
6770.0,2386.0,1128.0,37.5,Puna,hawaii,both
14777.0,5838.0,1216.0,45.5,Puna,hawaii,both
4785.0,2132.0,1272.0,38.6,Puna,hawaii,both
,,,,Sunset Hill,seattle,right_only
27876.0,12265.0,1995.0,25.5,Astoria,new-york-city,both
35912.0,15515.0,1868.0,27.9,Astoria,new-york-city,both
76370.0,26140.0,1733.0,34.9,Kensington,new-york-city,both
,,,,Montlake,seattle,right_only
20917.0,6896.0,1312.0,29.5,District 18,nashville,both
0.0,0.0,,,District 18,nashville,both
,,,,District 18,nashville,both
,,,,District 18,nashville,both
28182.0,12372.0,1886.0,36.7,Encino,los-angeles,both
,,,,Encino,los-angeles,both
,,,,Encino,los-angeles,both
16970.0,6011.0,2804.0,35.3,Encino,los-angeles,both
24783.0,7610.0,1829.0,23.5,78737,austin,both
33873.0,18550.0,1717.0,29.7,Midtown,san-diego,both
,,,,Midtown,san-diego,both
,,,,West Colfax,denver,right_only
44678.0,21133.0,1684.0,30.1,Griffith Park,los-angeles,both
9455.0,3997.0,1412.0,21.4,78730,austin,both
3869.0,2205.0,985.0,38.4,Central Business District,new-orleans,both
0.0,0.0,,,Central Business District,new-orleans,both
0.0,0.0,,,Central Business District,new-orleans,both
,,,,Central Business District,new-orleans,both
,,,,Central Business District,new-orleans,both
,,,,Central Business District,new-orleans,both
,,,,Central Business District,new-orleans,both
,,,,Central Business District,new-orleans,both
,,,,North Beach/Blue Ridge,seattle,right_only
,,,,French Quarter,new-orleans,right_only
32924.0,11429.0,1298.0,25.3,District 13,dallas,both
38823.0,17536.0,1025.0,30.8,District 13,dallas,both
12806.0,5701.0,1604.0,24.2,District 13,dallas,both
,,,,District 13,dallas,both
,,,,District 13,dallas,both
33794.0,10281.0,1686.0,33.5,Lawndale,los-angeles,both
,,,,Lawndale,los-angeles,both
34786.0,17086.0,1780.0,40.5,North Hollywood,los-angeles,both
,,,,North Hollywood,los-angeles,both
43381.0,15255.0,1493.0,40.0,North Hollywood,los-angeles,both
,,,,North Hollywood,los-angeles,both
,,,,North Hollywood,los-angeles,both
,,,,North Hollywood,los-angeles,both
53501.0,22407.0,1558.0,30.9,78748,austin,both
,,,,Linda Vista,san-diego,both
5938.0,3048.0,1470.0,26.3,78722,austin,both
,,,,Black Pearl,new-orleans,right_only
,,,,Shepherd Canyon,oakland,right_only
,,,,Bridgeport,chicago,both
,,,,South San Gabriel,los-angeles,right_only
26506.0,13148.0,1396.0,31.7,78731,austin,both
,,,,78731,austin,both
,,,,78731,austin,both
1194.0,0.0,,,Ward 3,salem,both
26335.0,12934.0,1205.0,28.6,District 11,dallas,both
26442.0,10230.0,1144.0,32.0,District 11,dallas,both
3804.0,2292.0,1458.0,22.4,District 11,dallas,both
24047.0,11285.0,1276.0,26.5,District 11,dallas,both
,,,,District 11,dallas,both
,,,,District 11,dallas,both
,,,,District 11,dallas,both
33656.0,14255.0,1654.0,26.6,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",washington-dc,both
,,,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",washington-dc,both
,,,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",washington-dc,both
18110.0,6342.0,1550.0,31.0,West Carson,los-angeles,both
,,,,Silver Lake,los-angeles,right_only
,,,,Old Town,san-diego,right_only
,,,,78758,austin,both
,,,,78758,austin,both
50717.0,22641.0,1340.0,28.7,78758,austin,both
33931.0,11689.0,1587.0,35.1,Monterey Park,los-angeles,both
27197.0,8604.0,1667.0,37.9,Monterey Park,los-angeles,both
,,,,Monterey Park,los-angeles,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,"Union Station, Stanton Park, Kingman Park",washington-dc,both
,,,,City Park,new-orleans,right_only
938.0,371.0,3173.0,41.8,Hana,hawaii,both
35699.0,12880.0,1090.0,42.6,East Carrollton,new-orleans,both
,,,,King,portland,right_only
43964.0,18051.0,1988.0,23.1,Outer Richmond,san-francisco,both
31470.0,16356.0,1645.0,27.1,Normal Heights,san-diego,both
,,,,Normal Heights,san-diego,both
7294.0,2594.0,1867.0,32.6,North Shore Oahu,hawaii,both
43042.0,13654.0,2425.0,46.1,North Shore Oahu,hawaii,both
7010.0,2377.0,1973.0,36.7,North Shore Oahu,hawaii,both
64519.0,17977.0,1565.0,41.2,North Hills,los-angeles,both
,,,,North Hills,los-angeles,both
52541.0,18539.0,1645.0,49.6,North Lauderdale,broward-county,both
,,,,School,oakland,right_only
15856.0,8550.0,1458.0,31.3,78751,austin,both
,,,,78751,austin,both
,,,,Wallingford,seattle,right_only
48749.0,28249.0,1860.0,33.1,Hollywood Hills West,los-angeles,both
20185.0,12844.0,2092.0,30.6,Hollywood Hills West,los-angeles,both
,,,,Hollywood Hills West,los-angeles,both
,,,,Walnut,los-angeles,both
41829.0,12695.0,2548.0,37.0,Walnut,los-angeles,both
8063.0,4535.0,3291.0,31.8,Hell's Kitchen,new-york-city,both
43989.0,26403.0,2128.0,26.7,Hell's Kitchen,new-york-city,both
30437.0,18598.0,2196.0,30.3,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Hell's Kitchen,new-york-city,both
,,,,Greenwood,seattle,right_only
17371.0,7335.0,1362.0,30.6,Mt. Tabor,portland,both
14395.0,6544.0,966.0,44.1,28801,asheville,both
,,,,28801,asheville,both
,,,,Toluca Lake,los-angeles,right_only
,,,,Darnall,san-diego,both
76807.0,34737.0,1047.0,38.6,Lower East Side,new-york-city,both
15876.0,7003.0,1379.0,44.9,Dania Beach,broward-county,both
,,,,Stevens,seattle,right_only
,,,,Oakland Park,broward-county,both
29497.0,12730.0,1332.0,37.3,Oakland Park,broward-county,both
,,,,Oakland Park,broward-county,both
6582.0,2482.0,3501.0,38.0,Portola Valley,san-mateo-county,both
,,,,Bernal Heights,san-francisco,right_only
,,,,Ocean Beach,san-diego,right_only
26363.0,9261.0,1697.0,27.0,District 9,dallas,both
33621.0,15278.0,1372.0,26.0,District 9,dallas,both
21355.0,9434.0,1462.0,31.1,District 9,dallas,both
71450.0,24624.0,1013.0,33.3,District 9,dallas,both
,,,,District 9,dallas,both
,,,,District 9,dallas,both
39401.0,15034.0,1415.0,29.6,Harlem,new-york-city,both
65840.0,23638.0,1353.0,32.3,Harlem,new-york-city,both
31611.0,13111.0,1106.0,37.8,Harlem,new-york-city,both
61801.0,21473.0,1620.0,37.3,Harlem,new-york-city,both
19374.0,9922.0,1350.0,37.2,Harlem,new-york-city,both
27234.0,11550.0,1064.0,31.3,Harlem,new-york-city,both
,,,,Harlem,new-york-city,both
21010.0,13659.0,2181.0,22.6,Belltown,seattle,both
,,,,Belltown,seattle,both
,,,,Leonidas,new-orleans,right_only
60144.0,22649.0,2413.0,24.6,Outer Sunset,san-francisco,both
,,,,Outer Sunset,san-francisco,both
,,,,Villa Park,denver,right_only
75290.0,23517.0,1567.0,45.6,Pelham Gardens,new-york-city,both
37116.0,16401.0,1404.0,31.1,Montclair,denver,both
,,,,Park West,san-diego,both
34535.0,15993.0,2395.0,24.8,"Capitol Hill, Lincoln Park",washington-dc,both
,,,,"Capitol Hill, Lincoln Park",washington-dc,both
404.0,0.0,,,"Capitol Hill, Lincoln Park",washington-dc,both
0.0,0.0,,,"Capitol Hill, Lincoln Park",washington-dc,both
,,,,"Capitol Hill, Lincoln Park",washington-dc,both
,,,,"Capitol Hill, Lincoln Park",washington-dc,both
7729.0,2899.0,2667.0,23.0,Bel-Air,los-angeles,both
47708.0,13980.0,1971.0,34.0,Unincorporated Areas,san-mateo-county,both
3636.0,1392.0,2086.0,31.7,Unincorporated Areas,san-mateo-county,both
15452.0,5298.0,1966.0,23.0,Unincorporated Areas,san-mateo-county,both
2186.0,845.0,,,Unincorporated Areas,san-mateo-county,both
263.0,90.0,,,Unincorporated Areas,san-mateo-county,both
2879.0,1040.0,,,Unincorporated Areas,san-mateo-county,both
3227.0,1109.0,3067.0,51.1,Unincorporated Areas,san-mateo-county,both
1293.0,367.0,,,Unincorporated Areas,san-mateo-county,both
140.0,58.0,,,Unincorporated Areas,san-mateo-county,both
0.0,0.0,,,Unincorporated Areas,san-mateo-county,both
28264.0,10254.0,2575.0,36.8,Woodland Hills,los-angeles,both
,,,,Woodland Hills,los-angeles,both
44931.0,17953.0,2384.0,37.0,Woodland Hills,los-angeles,both
0.0,0.0,,,Woodland Hills,los-angeles,both
,,,,Woodland Hills,los-angeles,both
8194.0,3246.0,3501.0,16.8,Tribeca,new-york-city,both
29563.0,12334.0,1951.0,20.8,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
131.0,56.0,,,Tribeca,new-york-city,both
,,,,Tribeca,new-york-city,both
11426.0,5560.0,3479.0,29.6,Playa Vista,los-angeles,both
52619.0,16599.0,3008.0,42.9,Koolaupoko,hawaii,both
54537.0,17150.0,2003.0,31.3,Koolaupoko,hawaii,both
9815.0,2278.0,1296.0,25.7,Koolaupoko,hawaii,both
2220.0,0.0,,,Koolaupoko,hawaii,both
25649.0,8380.0,1754.0,31.7,Parkland,broward-county,both
42044.0,12833.0,2587.0,38.8,Parkland,broward-county,both
,,,,East Village,san-diego,right_only
3659.0,979.0,882.0,36.4,Vernon,los-angeles,both
,,,,Eastmont Hills,oakland,right_only
,,,,Hosford-Abernethy,portland,both
,,,,Hosford-Abernethy,portland,both
,,,,Treme - Lafitte,new-orleans,both
99776.0,37128.0,1530.0,29.6,Flatbush,new-york-city,both
,,,,North Beacon Hill,seattle,both
,,,,Old Aurora,new-orleans,right_only
,,,,Noe Valley,san-francisco,right_only
,,,,Pacific Heights,san-francisco,right_only
71463.0,20812.0,1381.0,39.8,Miramar,broward-county,both
71690.0,26946.0,1542.0,33.4,Miramar,broward-county,both
63068.0,24219.0,1459.0,41.2,Miramar,broward-county,both
45177.0,13150.0,2318.0,35.9,Miramar,broward-county,both
31953.0,12950.0,1094.0,31.7,District 10,dallas,both
65118.0,27814.0,1046.0,33.1,District 10,dallas,both
,,,,District 10,dallas,both
,,,,District 10,dallas,both
14780.0,8245.0,1410.0,30.8,Kerns,portland,both
67386.0,26989.0,1436.0,30.7,"Brightwood Park, Crestwood, Petworth",washington-dc,both
,,,,"Brightwood Park, Crestwood, Petworth",washington-dc,both
0.0,0.0,,,"Brightwood Park, Crestwood, Petworth",washington-dc,both
53282.0,28334.0,1464.0,25.0,Uptown,chicago,both
67936.0,36521.0,1230.0,30.3,Uptown,chicago,both
,,,,Piedmont,portland,right_only
,,,,Fort Greene,new-york-city,right_only
,,,,78744,austin,both
48524.0,17126.0,1320.0,32.6,78744,austin,both
,,,,78744,austin,both
,,,,East Pasadena,los-angeles,right_only
,,,,Minor,seattle,right_only
22111.0,10865.0,1993.0,29.6,78703,austin,both
,,,,78703,austin,both
,,,,Civic Center,oakland,both
45501.0,16925.0,1740.0,32.9,East Boston,boston,both
29328.0,10045.0,1947.0,39.3,Northridge,los-angeles,both
35355.0,12590.0,1730.0,41.7,Northridge,los-angeles,both
3017.0,0.0,,,Northridge,los-angeles,both
52210.0,25283.0,1836.0,23.7,Green Lake,seattle,both
,,,,Green Lake,seattle,both
45205.0,13720.0,1704.0,34.4,Rowland Heights,los-angeles,both
32430.0,16373.0,1597.0,26.4,South of Market,san-francisco,both
10658.0,4827.0,2446.0,22.4,South of Market,san-francisco,both
79499.0,29002.0,1397.0,34.8,East Flatbush,new-york-city,both
,,,,Gatewood,seattle,right_only
21184.0,6298.0,1618.0,36.7,Queens Village,new-york-city,both
28643.0,7974.0,1410.0,32.5,Queens Village,new-york-city,both
51480.0,13704.0,1278.0,37.8,Compton,los-angeles,both
50660.0,12531.0,1366.0,38.5,Compton,los-angeles,both
33729.0,8511.0,1295.0,45.0,Compton,los-angeles,both
,,,,Compton,los-angeles,both
7101.0,3001.0,936.0,30.1,District 1,nashville,both
37363.0,17410.0,1347.0,33.3,District 1,nashville,both
15056.0,5877.0,897.0,52.0,District 1,nashville,both
,,,,Marigny,new-orleans,right_only
26002.0,12992.0,2868.0,19.1,Marina,san-francisco,both
,,,,Marina,san-francisco,both
,,,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",washington-dc,right_only
31477.0,11611.0,2598.0,26.0,San Carlos,san-mateo-county,both
66652.0,22016.0,2428.0,32.3,South San Francisco,san-mateo-county,both
,,,,South San Francisco,san-mateo-county,both
3627.0,1958.0,3212.0,23.6,North End,boston,both
6726.0,4025.0,2144.0,26.3,North End,boston,both
,,,,Del Rey,los-angeles,both
,,,,Del Rey,los-angeles,both
36330.0,18061.0,1646.0,30.7,Highland,denver,both
61450.0,20892.0,1596.0,45.1,College Area,san-diego,both
0.0,0.0,,,College Area,san-diego,both
37596.0,18990.0,2393.0,34.9,Fairfax,los-angeles,both
,,,,Valinda,los-angeles,right_only
,,,,Gentilly Terrace,new-orleans,right_only
43535.0,15438.0,1272.0,43.5,Lancaster,los-angeles,both
,,,,Lancaster,los-angeles,both
,,,,Lancaster,los-angeles,both
,,,,Skyland,denver,right_only
42484.0,21312.0,2437.0,27.0,Upper East Side,new-york-city,both
47793.0,24790.0,2570.0,26.0,Upper East Side,new-york-city,both
31270.0,16112.0,2560.0,22.2,Upper East Side,new-york-city,both
23391.0,12227.0,2233.0,28.8,Upper East Side,new-york-city,both
58147.0,29351.0,2335.0,26.7,Upper East Side,new-york-city,both
2268.0,1208.0,3068.0,37.1,Upper East Side,new-york-city,both
33193.0,16207.0,2513.0,28.1,Kips Bay,new-york-city,both
56758.0,30115.0,2793.0,28.1,Kips Bay,new-york-city,both
,,,,Kips Bay,new-york-city,both
34087.0,12736.0,1486.0,25.5,78717,austin,both
,,,,Valencia Park,san-diego,right_only
31826.0,14289.0,1342.0,30.8,Rose City Park,portland,both
,,,,Prospect Heights,new-york-city,both
35585.0,13422.0,2893.0,24.0,Manhattan Beach,los-angeles,both
,,,,Manhattan Beach,los-angeles,both
20465.0,10124.0,1895.0,32.0,Studio City,los-angeles,both
32680.0,14350.0,2228.0,29.3,Studio City,los-angeles,both
,,,,Studio City,los-angeles,both
32609.0,12450.0,1679.0,32.3,Roslindale,boston,both
29815.0,17685.0,2587.0,24.4,West Village,new-york-city,both
1252.0,434.0,1218.0,27.2,North Kohala,hawaii,both
3210.0,1215.0,960.0,21.4,North Kohala,hawaii,both
50681.0,16926.0,1835.0,40.4,Clinton Hill,new-york-city,both
72119.0,33922.0,1811.0,24.7,Lincoln Park,chicago,both
,,,,St. Claude,new-orleans,right_only
,,,,West Los Angeles,los-angeles,right_only
,,,,Sunnyside,denver,right_only
1072.0,637.0,1762.0,66.3,"West End, Foggy Bottom, GWU",washington-dc,both
3581.0,0.0,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
0.0,0.0,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
,,,,"West End, Foggy Bottom, GWU",washington-dc,both
29376.0,18072.0,2110.0,23.9,East Queen Anne,seattle,both
28017.0,10661.0,1774.0,26.7,78746,austin,both
,,,,Jefferson Park,denver,right_only
19653.0,7102.0,1482.0,35.3,78732,austin,both
2307.0,1282.0,3034.0,33.5,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
0.0,0.0,,,Downtown,boston,both
0.0,0.0,,,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
,,,,Downtown,boston,both
28559.0,9455.0,1784.0,51.9,Fenway,boston,both
25856.0,7931.0,2157.0,46.9,Fenway,boston,both
38938.0,11609.0,1631.0,34.2,Richmond Hill,new-york-city,both
50107.0,12856.0,1748.0,32.2,Richmond Hill,new-york-city,both
44608.0,21470.0,2271.0,29.7,Sawtelle,los-angeles,both
,,,,Fairview Park,oakland,right_only
93584.0,27487.0,1514.0,35.5,Sunset Park,new-york-city,both
28501.0,9207.0,1806.0,29.5,Sunset Park,new-york-city,both
34519.0,16925.0,809.0,45.3,Grand Boulevard,chicago,both
65921.0,25968.0,1497.0,28.3,Echo Park,los-angeles,both
,,,,East Colfax,denver,right_only
103427.0,26353.0,1738.0,33.3,Norwalk,los-angeles,both
,,,,Norwalk,los-angeles,both
,,,,Norwalk,los-angeles,both
,,,,Laurel,oakland,right_only
,,,,Brooklyn Heights,new-york-city,both
,,,,Brooklyn Heights,new-york-city,both
,,,,Carroll Gardens,new-york-city,right_only
27921.0,10124.0,1842.0,25.6,Stapleton,denver,both
0.0,0.0,,,Stapleton,denver,both
73085.0,22779.0,1368.0,38.4,City Heights East,san-diego,both
27885.0,10234.0,1035.0,27.5,28715,asheville,both
,,,,28715,asheville,both
27116.0,14647.0,1939.0,27.7,Adams,seattle,both
1923.0,683.0,1063.0,24.9,Chisago,twin-cities,both
6828.0,2644.0,1099.0,31.8,Chisago,twin-cities,both
3440.0,1283.0,1293.0,38.0,Chisago,twin-cities,both
7771.0,2844.0,984.0,21.9,Chisago,twin-cities,both
14084.0,5229.0,948.0,33.7,Chisago,twin-cities,both
5659.0,1918.0,839.0,33.1,Chisago,twin-cities,both
2235.0,851.0,1136.0,24.2,Chisago,twin-cities,both
,,,,Chisago,twin-cities,both
1853.0,686.0,861.0,28.7,Chisago,twin-cities,both
0.0,0.0,,,Marina,san-diego,both
56114.0,32183.0,2013.0,26.1,Nob Hill,san-francisco,both
0.0,0.0,,,Morningside Heights,new-york-city,both
39709.0,14361.0,1859.0,44.1,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
,,,,Chinatown,los-angeles,both
35494.0,11656.0,1771.0,35.0,Temple City,los-angeles,both
,,,,District 13,nashville,both
,,,,District 13,nashville,both
41188.0,14156.0,1978.0,28.6,Unincorporated Santa Susana Mountains,los-angeles,both
31469.0,12052.0,2303.0,38.4,Unincorporated Santa Susana Mountains,los-angeles,both
20193.0,6590.0,2348.0,37.0,Unincorporated Santa Susana Mountains,los-angeles,both
,,,,Rancho Del Rey,san-diego,right_only
33406.0,12191.0,1771.0,39.7,La Verne,los-angeles,both
,,,,Boise,portland,right_only
29991.0,13304.0,1584.0,27.9,78727,austin,both
21608.0,7799.0,1182.0,34.4,28704,asheville,both
,,,,28704,asheville,both
2844.0,761.0,1463.0,62.4,Kapaa-Wailua,hawaii,both
20810.0,6715.0,1748.0,29.6,Kapaa-Wailua,hawaii,both
133.0,44.0,,,Kapaa-Wailua,hawaii,both
1330.0,388.0,1078.0,59.1,Molokai,hawaii,both
48.0,31.0,1094.0,16.5,Molokai,hawaii,both
4251.0,1390.0,828.0,38.2,Molokai,hawaii,both
694.0,241.0,1313.0,,Molokai,hawaii,both
435.0,192.0,807.0,,Molokai,hawaii,both
,,,,South Boston Waterfront,boston,both
4830.0,3016.0,3257.0,26.2,South Boston Waterfront,boston,both
,,,,Beverly Hills,los-angeles,both
9202.0,3801.0,2369.0,36.9,Beverly Hills,los-angeles,both
10999.0,5503.0,2367.0,35.6,Beverly Hills,los-angeles,both
,,,,Hacienda Heights,los-angeles,both
54853.0,16309.0,1952.0,34.0,Hacienda Heights,los-angeles,both
,,,,Kau,hawaii,both
3851.0,1740.0,643.0,,Kau,hawaii,both
2576.0,990.0,1030.0,39.4,Kau,hawaii,both
2418.0,605.0,615.0,15.2,Kau,hawaii,both
,,,,Talmadge,san-diego,right_only
80028.0,30888.0,1318.0,28.2,Lincoln Square,chicago,both
7213.0,2260.0,3501.0,16.8,Atherton,san-mateo-county,both
,,,,Gentilly Woods,new-orleans,right_only
,,,,Castaic,los-angeles,right_only
33035.0,12035.0,2315.0,35.7,Serra Mesa,san-diego,both
,,,,Serra Mesa,san-diego,both
0.0,0.0,,,Alondra Park,los-angeles,both
,,,,78733,austin,both
9500.0,3076.0,2132.0,18.5,78733,austin,both
5114.0,2003.0,3501.0,43.8,Topanga,los-angeles,both
,,,,Fairgrounds,new-orleans,right_only
17446.0,5212.0,1638.0,40.1,Santa Fe Springs,los-angeles,both
,,,,Santa Fe Springs,los-angeles,both
,,,,Mount Washington,los-angeles,right_only
,,,,East Palo Alto,san-mateo-county,right_only
26103.0,7067.0,1255.0,36.2,Lennox,los-angeles,both
20221.0,8108.0,1606.0,42.7,"North Michigan Park, Michigan Park, University Heights",washington-dc,both
1873.0,0.0,,,"North Michigan Park, Michigan Park, University Heights",washington-dc,both
,,,,Grantville,san-diego,both
,,,,Malibu,los-angeles,right_only
39707.0,15263.0,2314.0,30.9,Cambridgeport,cambridge,both
,,,,South Portland,portland,right_only
20972.0,15040.0,1327.0,28.2,Capitol Hill,denver,both
,,,,Playa del Rey,los-angeles,both
,,,,Regis,denver,right_only
,,,,Freret,new-orleans,right_only
,,,,Williamsbridge,new-york-city,right_only
16390.0,4417.0,1856.0,30.7,Artesia,los-angeles,both
,,,,Artesia,los-angeles,both
35982.0,10665.0,1181.0,38.5,Bayview,san-francisco,both
,,,,Bayview,san-francisco,both
0.0,0.0,,,Bayview,san-francisco,both
,,,,Washington Park West,denver,right_only
,,,,Paseo Ranchoero,san-diego,right_only
28730.0,10435.0,1689.0,40.4,Davie,broward-county,both
31410.0,10364.0,1770.0,42.8,Davie,broward-county,both
28373.0,9940.0,1752.0,40.2,Davie,broward-county,both
8637.0,4782.0,3501.0,21.4,Financial District,new-york-city,both
3894.0,1991.0,3398.0,20.8,Financial District,new-york-city,both
23356.0,10494.0,2637.0,35.5,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
0.0,0.0,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
,,,,Financial District,new-york-city,both
51452.0,25272.0,2640.0,23.5,Ward E (councilmember James Solomon),jersey-city,both
,,,,Ward E (councilmember James Solomon),jersey-city,both
13641.0,6624.0,3042.0,24.8,Ward E (councilmember James Solomon),jersey-city,both
1494.0,916.0,3432.0,25.1,Ward E (councilmember James Solomon),jersey-city,both
,,,,Hale,denver,right_only
20084.0,8858.0,1065.0,31.8,"Brookland, Brentwood, Langdon",washington-dc,both
,,,,"Brookland, Brentwood, Langdon",washington-dc,both
,,,,"Brookland, Brentwood, Langdon",washington-dc,both
,,,,"Brookland, Brentwood, Langdon",washington-dc,both
51388.0,16394.0,1356.0,40.8,Jefferson Park,los-angeles,both
44972.0,21179.0,1136.0,29.6,Edgewater,chicago,both
64754.0,20236.0,2551.0,37.8,Daly City,san-mateo-county,both
,,,,Daly City,san-mateo-county,both
,,,,Daly City,san-mateo-county,both
,,,,Sabre Springs,san-diego,right_only
27009.0,12145.0,1041.0,54.5,Bywater,new-orleans,both
,,,,Bywater,new-orleans,both
,,,,Bywater,new-orleans,both
45298.0,13314.0,1351.0,33.3,El Sereno,los-angeles,both
,,,,Civic Center,new-york-city,both
0.0,0.0,,,Civic Center,new-york-city,both
75073.0,29394.0,1191.0,32.2,District 27,nashville,both
,,,,District 27,nashville,both
35266.0,16799.0,1875.0,23.1,South Boston,boston,both
53321.0,24938.0,1925.0,28.0,Palms,los-angeles,both
58805.0,22306.0,1221.0,30.2,78753,austin,both
,,,,78753,austin,both
,,,,Kensington,san-diego,right_only
13478.0,7268.0,1256.0,31.7,Lower Garden District,new-orleans,both
,,,,Lower Garden District,new-orleans,both
,,,,Lower Garden District,new-orleans,both
,,,,Gaslamp Quarter,san-diego,right_only
533.0,220.0,884.0,,North Hilo,hawaii,both
167.0,80.0,985.0,,North Hilo,hawaii,both
580.0,250.0,803.0,,North Hilo,hawaii,both
,,,,Presidio Heights,san-francisco,both
,,,,Presidio Heights,san-francisco,both
35853.0,16116.0,2554.0,27.6,Brentwood,los-angeles,both
,,,,Beverly Crest,los-angeles,both
19627.0,7947.0,2872.0,48.9,Beverly Crest,los-angeles,both
